image_id,labeler1,labeler2,labeler3,majority_label
610.jpg,Straight,Rejected,Straight,Straight
611.jpg,Leaned,Straight,Straight,Straight
612.jpg,Straight,Straight,Straight,Straight
613.jpg,Leaned,Straight,Straight,Straight
614.jpg,Straight,Straight,Straight,Straight
615.jpg,Leaned,Straight,Straight,Straight
616.jpg,Straight,Straight,Straight,Straight
617.jpg,Leaned,Straight,Straight,Straight
618.jpg,Leaned,Leaned,Leaned,Leaned
619.jpg,Straight,Straight,Straight,Straight
620.jpg,Straight,Straight,Straight,Straight
621.jpg,Straight,Straight,Straight,Straight
622.jpg,Straight,Rejected,Straight,Straight
623.jpg,Leaned,Straight,Straight,Straight
624.jpg,Straight,Straight,Straight,Straight
625.jpg,,Leaned,Straight,
626.jpg,Straight,Leaned,Straight,Straight
627.jpg,,Rejected,Straight,
628.jpg,Straight,Straight,Straight,Straight
629.jpg,Leaned,Straight,Straight,Straight
630.jpg,Straight,Straight,Straight,Straight
631.jpg,Straight,Straight,Straight,Straight
632.jpg,Leaned,Rejected,Straight,
633.jpg,,Straight,Straight,Straight
634.jpg,Unlabeled,,Straight,
635.jpg,Straight,Straight,Straight,Straight
636.jpg,Leaned,Leaned,Leaned,Leaned
637.jpg,Rejected,Rejected,Leaned,Rejected
638.jpg,Straight,Straight,Straight,Straight
639.jpg,Straight,Straight,Straight,Straight
640.jpg,Straight,Straight,Leaned,Straight
641.jpg,Straight,Straight,Straight,Straight
642.jpg,Straight,Straight,Straight,Straight
643.jpg,Rejected,Rejected,Straight,Rejected
644.jpg,Straight,Straight,Straight,Straight
645.jpg,Straight,Straight,Straight,Straight
646.jpg,Straight,Rejected,Straight,Straight
647.jpg,Leaned,Leaned,Leaned,Leaned
648.jpg,,Straight,Straight,Straight
649.jpg,Straight,Straight,Straight,Straight
650.jpg,Rejected,Straight,Straight,Straight
651.jpg,Rejected,Straight,Straight,Straight
652.jpg,Straight,Rejected,Rejected,Rejected
653.jpg,Rejected,,Rejected,Rejected
654.jpg,Rejected,Straight,Straight,Straight
655.jpg,Leaned,Leaned,Leaned,Leaned
656.jpg,Straight,Rejected,Straight,Straight
657.jpg,Straight,Straight,Straight,Straight
658.jpg,Rejected,Straight,Straight,Straight
659.jpg,Straight,Straight,Straight,Straight
660.jpg,Straight,Straight,Rejected,Straight
661.jpg,Rejected,Leaned,Rejected,Rejected
662.jpg,Straight,Straight,Straight,Straight
663.jpg,Rejected,Straight,Straight,Straight
664.jpg,Straight,,Straight,Straight
665.jpg,Straight,Straight,Straight,Straight
666.jpg,Straight,Straight,Straight,Straight
667.jpg,Straight,Straight,Straight,Straight
668.jpg,Rejected,Rejected,Rejected,Rejected
669.jpg,Straight,,Straight,Straight
670.jpg,Leaned,Leaned,Straight,Leaned
671.jpg,Straight,Leaned,Straight,Straight
672.jpg,Straight,Straight,Straight,Straight
673.jpg,Straight,Straight,Rejected,Straight
674.jpg,Rejected,Straight,Straight,Straight
675.jpg,Straight,Straight,Straight,Straight
676.jpg,Leaned,Straight,Straight,Straight
677.jpg,Straight,Straight,Straight,Straight
678.jpg,Leaned,Straight,Straight,Straight
679.jpg,Straight,Rejected,Straight,Straight
680.jpg,Straight,Straight,Straight,Straight
681.jpg,Straight,Straight,Straight,Straight
682.jpg,Rejected,Straight,Straight,Straight
683.jpg,Rejected,,Straight,
684.jpg,Straight,Leaned,Straight,Straight
685.jpg,Rejected,Rejected,Straight,Rejected
686.jpg,Leaned,Straight,Straight,Straight
687.jpg,Rejected,Straight,Rejected,Rejected
688.jpg,Straight,Straight,Straight,Straight
689.jpg,,Straight,Straight,Straight
690.jpg,Leaned,Straight,Straight,Straight
691.jpg,Straight,Straight,Straight,Straight
692.jpg,Leaned,Leaned,Straight,Leaned
693.jpg,Straight,Straight,Straight,Straight
694.jpg,Rejected,Rejected,Rejected,Rejected
695.jpg,Rejected,Rejected,Straight,Rejected
696.jpg,Straight,Straight,Straight,Straight
697.jpg,Leaned,Leaned,Leaned,Leaned
698.jpg,Rejected,Rejected,Rejected,Rejected
699.jpg,,,Straight,
700.jpg,Rejected,Leaned,Straight,
701.jpg,Straight,Straight,Straight,Straight
702.jpg,Straight,Straight,Straight,Straight
703.jpg,Straight,Straight,Straight,Straight
704.jpg,Straight,Straight,Straight,Straight
705.jpg,Straight,Straight,Straight,Straight
706.jpg,Straight,Straight,Straight,Straight
707.jpg,Straight,Leaned,Straight,Straight
708.jpg,Straight,,Straight,Straight
709.jpg,Leaned,,Leaned,Leaned
710.jpg,Straight,Unlabeled,Straight,Straight
711.jpg,Leaned,Leaned,Leaned,Leaned
712.jpg,Straight,Straight,Straight,Straight
713.jpg,Leaned,,Leaned,Leaned
714.jpg,Leaned,Leaned,Leaned,Leaned
715.jpg,Leaned,,Straight,
716.jpg,Straight,Straight,Straight,Straight
717.jpg,Straight,Rejected,Rejected,Rejected
718.jpg,Straight,Leaned,Leaned,Leaned
719.jpg,Straight,Straight,Straight,Straight
720.jpg,Rejected,,Leaned,
721.jpg,Straight,Unlabeled,Rejected,
722.jpg,,Leaned,Rejected,
723.jpg,Rejected,,Leaned,
724.jpg,Leaned,Leaned,Leaned,Leaned
725.jpg,Straight,Straight,Straight,Straight
726.jpg,Rejected,Rejected,Straight,Rejected
727.jpg,Straight,Straight,Straight,Straight
728.jpg,Straight,Straight,Straight,Straight
729.jpg,Straight,Unlabeled,Leaned,
730.jpg,Straight,Straight,Straight,Straight
731.jpg,Straight,Straight,Straight,Straight
732.jpg,Leaned,Leaned,Straight,Leaned
733.jpg,Leaned,Straight,Straight,Straight
734.jpg,Straight,Straight,Leaned,Straight
735.jpg,Rejected,Rejected,Straight,Rejected
736.jpg,Leaned,Leaned,Leaned,Leaned
737.jpg,Straight,Straight,Straight,Straight
738.jpg,Straight,Straight,Straight,Straight
739.jpg,Straight,Straight,Straight,Straight
740.jpg,Rejected,Leaned,Straight,
741.jpg,Leaned,Straight,Straight,Straight
742.jpg,Rejected,Straight,Straight,Straight
743.jpg,Unlabeled,Leaned,Straight,
744.jpg,Straight,Straight,Straight,Straight
745.jpg,Rejected,Straight,Straight,Straight
746.jpg,Straight,Straight,Straight,Straight
747.jpg,Straight,Straight,Rejected,Straight
748.jpg,,Straight,Straight,Straight
749.jpg,Straight,Leaned,Straight,Straight
750.jpg,Straight,Straight,Straight,Straight
751.jpg,Straight,Straight,Straight,Straight
752.jpg,Straight,Straight,Straight,Straight
753.jpg,Rejected,Leaned,Rejected,Rejected
754.jpg,Straight,Rejected,Straight,Straight
755.jpg,Rejected,Rejected,Rejected,Rejected
756.jpg,Straight,Straight,Straight,Straight
757.jpg,Rejected,Rejected,,Rejected
758.jpg,Straight,Straight,Straight,Straight
759.jpg,Straight,Straight,Straight,Straight
760.jpg,Straight,Straight,Straight,Straight
761.jpg,Straight,Straight,Straight,Straight
762.jpg,Leaned,Leaned,Straight,Leaned
763.jpg,Leaned,Leaned,Straight,Leaned
764.jpg,Straight,Straight,Straight,Straight
765.jpg,Leaned,Leaned,Leaned,Leaned
766.jpg,Leaned,Unlabeled,Leaned,Leaned
767.jpg,Straight,Unlabeled,Straight,Straight
768.jpg,Straight,Straight,Straight,Straight
769.jpg,Straight,Straight,Straight,Straight
770.jpg,Rejected,Leaned,Straight,
771.jpg,Rejected,Straight,Straight,Straight
772.jpg,Leaned,Leaned,Leaned,Leaned
773.jpg,Leaned,Rejected,Rejected,Rejected
774.jpg,Straight,Straight,Straight,Straight
775.jpg,Leaned,Straight,Rejected,
776.jpg,Rejected,Straight,Straight,Straight
777.jpg,Leaned,Leaned,Rejected,Leaned
778.jpg,Straight,Straight,Straight,Straight
779.jpg,Rejected,Rejected,,Rejected
780.jpg,,Leaned,Straight,
781.jpg,Straight,Leaned,Straight,Straight
782.jpg,Straight,Leaned,Straight,Straight
783.jpg,Leaned,Straight,Straight,Straight
784.jpg,Straight,Unlabeled,Straight,Straight
785.jpg,Straight,Rejected,Straight,Straight
786.jpg,Straight,Leaned,Straight,Straight
787.jpg,,Straight,Straight,Straight
788.jpg,Rejected,Rejected,Straight,Rejected
789.jpg,Rejected,Straight,Straight,Straight
790.jpg,Straight,Leaned,Leaned,Leaned
791.jpg,Leaned,Leaned,Straight,Leaned
792.jpg,Straight,Straight,Straight,Straight
793.jpg,Rejected,,Straight,
794.jpg,Straight,Straight,Straight,Straight
795.jpg,Leaned,Straight,Straight,Straight
796.jpg,Rejected,Rejected,Straight,Rejected
797.jpg,Straight,Straight,Straight,Straight
798.jpg,Leaned,Straight,Leaned,Leaned
799.jpg,Leaned,Rejected,Rejected,Rejected
800.jpg,Straight,Straight,Straight,Straight
801.jpg,Straight,Straight,Straight,Straight
802.jpg,Rejected,,Leaned,
803.jpg,,Rejected,Leaned,
804.jpg,Rejected,Leaned,Leaned,Leaned
805.jpg,Rejected,Rejected,Straight,Rejected
806.jpg,Rejected,Rejected,Rejected,Rejected
807.jpg,Rejected,Rejected,Straight,Rejected
808.jpg,Rejected,Straight,Rejected,Rejected
809.jpg,Rejected,Rejected,Leaned,Rejected
810.jpg,Rejected,Leaned,Straight,
811.jpg,Straight,Straight,Straight,Straight
812.jpg,Leaned,Straight,Straight,Straight
813.jpg,Leaned,Leaned,Leaned,Leaned
814.jpg,Straight,Straight,Straight,Straight
815.jpg,Straight,Straight,Straight,Straight
816.jpg,Leaned,Straight,Straight,Straight
817.jpg,Straight,Straight,Straight,Straight
818.jpg,Rejected,Leaned,Rejected,Rejected
819.jpg,Straight,Straight,Straight,Straight
820.jpg,Straight,Straight,Straight,Straight
821.jpg,Straight,Straight,Straight,Straight
822.jpg,Straight,Straight,Straight,Straight
823.jpg,Straight,Straight,Straight,Straight
824.jpg,Straight,Rejected,Straight,Straight
825.jpg,Straight,Straight,Straight,Straight
826.jpg,Straight,Straight,Straight,Straight
827.jpg,Straight,Straight,Straight,Straight
828.jpg,Straight,Leaned,Leaned,Leaned
829.jpg,Straight,Straight,Straight,Straight
830.jpg,Straight,Straight,Straight,Straight
831.jpg,Leaned,Leaned,Leaned,Leaned
832.jpg,Leaned,Straight,Leaned,Leaned
833.jpg,Straight,Straight,Straight,Straight
834.jpg,Straight,Leaned,Straight,Straight
835.jpg,Rejected,Rejected,Straight,Rejected
836.jpg,Straight,Leaned,Straight,Straight
837.jpg,Straight,Straight,Straight,Straight
838.jpg,Straight,Straight,Straight,Straight
839.jpg,Rejected,Rejected,Rejected,Rejected
840.jpg,Straight,Straight,Straight,Straight
841.jpg,Straight,Straight,Straight,Straight
842.jpg,Straight,Leaned,Straight,Straight
843.jpg,Straight,Straight,Straight,Straight
844.jpg,Leaned,Leaned,Leaned,Leaned
845.jpg,Straight,Leaned,Straight,Straight
846.jpg,,Leaned,Leaned,Leaned
847.jpg,Straight,Rejected,Straight,Straight
848.jpg,Leaned,Rejected,Straight,
849.jpg,Leaned,Leaned,Straight,Leaned
850.jpg,Straight,Straight,Straight,Straight
851.jpg,,Straight,,
852.jpg,Straight,Straight,Straight,Straight
853.jpg,Straight,Straight,Straight,Straight
854.jpg,Straight,Straight,Straight,Straight
855.jpg,Straight,Leaned,Straight,Straight
856.jpg,Leaned,Straight,Straight,Straight
857.jpg,Straight,Straight,Straight,Straight
858.jpg,Rejected,Straight,Straight,Straight
859.jpg,Straight,Straight,Straight,Straight
860.jpg,Straight,Straight,Straight,Straight
861.jpg,Rejected,Rejected,Rejected,Rejected
862.jpg,Straight,Straight,Straight,Straight
863.jpg,Leaned,Leaned,Leaned,Leaned
864.jpg,Rejected,Leaned,Straight,
865.jpg,Straight,Straight,Straight,Straight
866.jpg,Leaned,,Leaned,Leaned
867.jpg,Leaned,Straight,Straight,Straight
868.jpg,Leaned,Straight,Straight,Straight
869.jpg,Leaned,Leaned,Straight,Leaned
870.jpg,Straight,Straight,Straight,Straight
871.jpg,Straight,Straight,Straight,Straight
872.jpg,Rejected,,Rejected,Rejected
873.jpg,Rejected,,Straight,
874.jpg,Straight,Straight,Straight,Straight
875.jpg,Straight,,Straight,Straight
876.jpg,Leaned,Straight,Straight,Straight
877.jpg,Straight,Straight,Straight,Straight
878.jpg,Straight,Straight,Straight,Straight
879.jpg,Straight,Straight,Straight,Straight
880.jpg,Leaned,Leaned,Leaned,Leaned
881.jpg,Straight,Straight,Straight,Straight
882.jpg,Rejected,Rejected,Straight,Rejected
883.jpg,Leaned,,Leaned,Leaned
884.jpg,Straight,Rejected,Straight,Straight
885.jpg,Leaned,Rejected,Straight,
886.jpg,Leaned,,Straight,
887.jpg,Leaned,Straight,Straight,Straight
888.jpg,Straight,Straight,Straight,Straight
889.jpg,Unlabeled,Straight,Straight,Straight
890.jpg,Leaned,Straight,Straight,Straight
891.jpg,Leaned,Leaned,Straight,Leaned
892.jpg,Rejected,Straight,Rejected,Rejected
893.jpg,Straight,Straight,Straight,Straight
894.jpg,Straight,Straight,Straight,Straight
895.jpg,Straight,Straight,Straight,Straight
896.jpg,Straight,Straight,Straight,Straight
897.jpg,Straight,Rejected,Straight,Straight
898.jpg,Straight,Rejected,Straight,Straight
899.jpg,Straight,,Straight,Straight
900.jpg,Unlabeled,Straight,Leaned,
901.jpg,Rejected,,Straight,
902.jpg,Straight,Straight,Straight,Straight
903.jpg,Rejected,Leaned,Straight,
904.jpg,Leaned,Leaned,Leaned,Leaned
905.jpg,Rejected,Rejected,Straight,Rejected
906.jpg,Leaned,Straight,Straight,Straight
907.jpg,Straight,Leaned,Leaned,Leaned
908.jpg,Leaned,Rejected,Leaned,Leaned
909.jpg,Rejected,,Straight,
910.jpg,Leaned,Leaned,Leaned,Leaned
911.jpg,Rejected,,Straight,
912.jpg,Leaned,Straight,Leaned,Leaned
913.jpg,Leaned,Straight,Straight,Straight
914.jpg,Straight,Straight,Straight,Straight
915.jpg,Straight,Straight,Straight,Straight
916.jpg,Rejected,Rejected,Straight,Rejected
917.jpg,Rejected,Rejected,Rejected,Rejected
918.jpg,Straight,Rejected,Straight,Straight
919.jpg,Straight,Straight,Straight,Straight
920.jpg,Leaned,Straight,Leaned,Leaned
921.jpg,Straight,Unlabeled,Leaned,
922.jpg,Straight,Leaned,Straight,Straight
923.jpg,Straight,Straight,Straight,Straight
924.jpg,Leaned,Leaned,Straight,Leaned
925.jpg,Straight,Leaned,Straight,Straight
926.jpg,Leaned,Straight,Rejected,
927.jpg,Rejected,,Leaned,
928.jpg,,Straight,Straight,Straight
929.jpg,Straight,,Straight,Straight
930.jpg,Straight,Straight,Straight,Straight
931.jpg,Leaned,Leaned,Leaned,Leaned
932.jpg,Leaned,Straight,Leaned,Leaned
933.jpg,Rejected,Straight,Straight,Straight
934.jpg,Rejected,Rejected,Straight,Rejected
935.jpg,Leaned,Leaned,Straight,Leaned
936.jpg,Straight,Straight,Straight,Straight
937.jpg,Rejected,Straight,Leaned,
938.jpg,,Rejected,Straight,
939.jpg,Straight,,Straight,Straight
940.jpg,Straight,Straight,Straight,Straight
941.jpg,Straight,Straight,Leaned,Straight
942.jpg,Leaned,Leaned,Leaned,Leaned
943.jpg,Straight,Straight,Straight,Straight
944.jpg,Straight,Straight,Straight,Straight
945.jpg,Straight,Leaned,Straight,Straight
946.jpg,Rejected,Rejected,Straight,Rejected
947.jpg,Rejected,,Straight,
948.jpg,Straight,Straight,Straight,Straight
949.jpg,Straight,Unlabeled,Straight,Straight
950.jpg,Straight,,Straight,Straight
951.jpg,Straight,Straight,Straight,Straight
952.jpg,Leaned,,Leaned,Leaned
953.jpg,Straight,Straight,Straight,Straight
954.jpg,Straight,,Leaned,
955.jpg,Straight,Straight,Straight,Straight
956.jpg,Leaned,,Straight,
957.jpg,Leaned,Straight,Straight,Straight
958.jpg,Straight,Straight,Straight,Straight
959.jpg,Straight,,Straight,Straight
960.jpg,Rejected,Straight,Straight,Straight
961.jpg,Straight,,Straight,Straight
962.jpg,Leaned,Leaned,Leaned,Leaned
963.jpg,Unlabeled,,Straight,
964.jpg,Leaned,,Leaned,Leaned
965.jpg,Leaned,Straight,Straight,Straight
966.jpg,Straight,Straight,Straight,Straight
967.jpg,Leaned,Rejected,Leaned,Leaned
968.jpg,Leaned,Leaned,Leaned,Leaned
969.jpg,Leaned,Leaned,Straight,Leaned
970.jpg,Leaned,Leaned,Leaned,Leaned
971.jpg,Leaned,Leaned,Leaned,Leaned
972.jpg,Leaned,Straight,Straight,Straight
973.jpg,Straight,Straight,Straight,Straight
974.jpg,Leaned,Straight,Straight,Straight
975.jpg,,Leaned,Straight,
976.jpg,Straight,,Straight,Straight
977.jpg,,Straight,Straight,Straight
978.jpg,,,Straight,
979.jpg,Leaned,Straight,Straight,Straight
980.jpg,,,Straight,
981.jpg,Straight,,Straight,Straight
982.jpg,Rejected,Rejected,Straight,Rejected
983.jpg,Straight,,Straight,Straight
984.jpg,Straight,Straight,Straight,Straight
985.jpg,Straight,Straight,Straight,Straight
986.jpg,Straight,Straight,Straight,Straight
987.jpg,Straight,Straight,Straight,Straight
988.jpg,Straight,Straight,Straight,Straight
989.jpg,Leaned,Leaned,Leaned,Leaned
990.jpg,Leaned,Leaned,Leaned,Leaned
991.jpg,Straight,,Straight,Straight
992.jpg,Straight,,Straight,Straight
993.jpg,Leaned,Leaned,Leaned,Leaned
994.jpg,Leaned,Straight,Straight,Straight
995.jpg,Leaned,Leaned,Straight,Leaned
996.jpg,Straight,Straight,Straight,Straight
997.jpg,Straight,Straight,Straight,Straight
998.jpg,Leaned,Rejected,Leaned,Leaned
999.jpg,Leaned,Rejected,Straight,
1000.jpg,Straight,Straight,Straight,Straight
1001.jpg,Straight,Straight,Straight,Straight
1002.jpg,,Straight,Unlabeled,
1003.jpg,Straight,Straight,Straight,Straight
1004.jpg,Leaned,Leaned,Straight,Leaned
1005.jpg,Straight,Straight,Straight,Straight
1006.jpg,Straight,Straight,Straight,Straight
1007.jpg,Straight,Straight,Straight,Straight
1008.jpg,,Rejected,Rejected,Rejected
1009.jpg,Leaned,Leaned,Leaned,Leaned
1010.jpg,Rejected,Straight,Leaned,
1011.jpg,Straight,Straight,Straight,Straight
1012.jpg,Straight,Straight,Leaned,Straight
1013.jpg,Straight,Straight,Straight,Straight
1014.jpg,Straight,Leaned,Straight,Straight
1015.jpg,Leaned,Leaned,Straight,Leaned
1016.jpg,Straight,Rejected,Straight,Straight
1017.jpg,Straight,Straight,Unlabeled,Straight
1018.jpg,Rejected,Rejected,Straight,Rejected
1019.jpg,Leaned,Leaned,Leaned,Leaned
1020.jpg,Straight,Rejected,Leaned,
1021.jpg,Unlabeled,Straight,Straight,Straight
1022.jpg,Rejected,Rejected,,Rejected
1023.jpg,Straight,Leaned,Leaned,Leaned
1024.jpg,Rejected,Leaned,Leaned,Leaned
1025.jpg,Leaned,Straight,Straight,Straight
1026.jpg,Rejected,Straight,Straight,Straight
1027.jpg,,Rejected,Straight,
1028.jpg,Leaned,Straight,Straight,Straight
1029.jpg,Leaned,Leaned,Leaned,Leaned
1030.jpg,,Straight,Straight,Straight
1031.jpg,,Rejected,Leaned,
1032.jpg,Straight,Straight,Straight,Straight
1033.jpg,Straight,Straight,Straight,Straight
1034.jpg,Straight,Straight,Straight,Straight
1035.jpg,,Straight,Unlabeled,
1036.jpg,Straight,Straight,Straight,Straight
1037.jpg,Straight,Straight,Straight,Straight
1038.jpg,,Unlabeled,Straight,
1039.jpg,,Straight,Straight,Straight
1040.jpg,Straight,Straight,Straight,Straight
1041.jpg,Leaned,Straight,Straight,Straight
1042.jpg,,Straight,Straight,Straight
1043.jpg,Straight,Leaned,Straight,Straight
1044.jpg,Straight,Leaned,Straight,Straight
1045.jpg,Rejected,Rejected,Unlabeled,Rejected
1046.jpg,Leaned,Leaned,Leaned,Leaned
1047.jpg,Straight,Straight,Straight,Straight
1048.jpg,Straight,Straight,Straight,Straight
1049.jpg,Leaned,Straight,Straight,Straight
1050.jpg,Straight,Straight,Straight,Straight
1051.jpg,Straight,Leaned,Straight,Straight
1052.jpg,Rejected,Straight,,
1053.jpg,Leaned,Straight,Straight,Straight
1054.jpg,Leaned,Leaned,Straight,Leaned
1055.jpg,,Straight,Straight,Straight
1056.jpg,,Rejected,Unlabeled,
1057.jpg,Straight,Unlabeled,Straight,Straight
1058.jpg,Straight,Straight,Straight,Straight
1059.jpg,Leaned,Leaned,Straight,Leaned
1060.jpg,Straight,Straight,Straight,Straight
1061.jpg,,Straight,Unlabeled,
1062.jpg,Leaned,Leaned,Leaned,Leaned
1063.jpg,Straight,Straight,Straight,Straight
1064.jpg,Leaned,Straight,Straight,Straight
1065.jpg,Rejected,Rejected,Straight,Rejected
1066.jpg,Straight,Straight,Straight,Straight
1067.jpg,Straight,Unlabeled,Straight,Straight
1068.jpg,Straight,Straight,Straight,Straight
1069.jpg,,Straight,Leaned,
1070.jpg,Straight,Straight,Straight,Straight
1071.jpg,Straight,Straight,Straight,Straight
1072.jpg,Unlabeled,Leaned,Straight,
1073.jpg,Leaned,Leaned,Straight,Leaned
1074.jpg,Straight,Straight,Straight,Straight
1075.jpg,Straight,Straight,Straight,Straight
1076.jpg,Straight,Straight,Straight,Straight
1077.jpg,Straight,Straight,Leaned,Straight
1078.jpg,Straight,Straight,Straight,Straight
1079.jpg,Straight,Straight,Leaned,Straight
1080.jpg,Straight,Straight,Straight,Straight
1081.jpg,Straight,Straight,Straight,Straight
1082.jpg,Straight,Straight,Straight,Straight
1083.jpg,Straight,Straight,Straight,Straight
1084.jpg,Leaned,Leaned,Straight,Leaned
1085.jpg,Straight,Straight,Unlabeled,Straight
1086.jpg,Straight,Straight,Straight,Straight
1087.jpg,Straight,Straight,Straight,Straight
1088.jpg,,Straight,Straight,Straight
1089.jpg,,Straight,Straight,Straight
1090.jpg,Straight,Straight,Straight,Straight
1091.jpg,Straight,Straight,Straight,Straight
1092.jpg,Straight,Straight,Straight,Straight
1093.jpg,Straight,Straight,Straight,Straight
1094.jpg,Straight,Straight,Straight,Straight
1095.jpg,Leaned,Leaned,Leaned,Leaned
1096.jpg,Straight,Straight,Straight,Straight
1097.jpg,Leaned,Leaned,Straight,Leaned
1098.jpg,Straight,Straight,Straight,Straight
1099.jpg,Leaned,Straight,Straight,Straight
1100.jpg,Straight,Straight,Straight,Straight
1101.jpg,Leaned,Leaned,Unlabeled,Leaned
1102.jpg,Straight,Straight,Straight,Straight
1103.jpg,Straight,Straight,Straight,Straight
1104.jpg,Leaned,Leaned,Leaned,Leaned
1105.jpg,Straight,Straight,Straight,Straight
1106.jpg,Straight,Straight,Straight,Straight
1107.jpg,Straight,Straight,Leaned,Straight
1108.jpg,Straight,Straight,Leaned,Straight
1109.jpg,Leaned,Leaned,Leaned,Leaned
1110.jpg,Leaned,Leaned,Leaned,Leaned
1111.jpg,Leaned,Straight,Straight,Straight
1112.jpg,Leaned,Straight,Straight,Straight
1113.jpg,Straight,,Unlabeled,
1114.jpg,Straight,Straight,Leaned,Straight
1115.jpg,,,Leaned,
1116.jpg,Leaned,Straight,Straight,Straight
1117.jpg,Straight,Straight,Straight,Straight
1118.jpg,Straight,Straight,Straight,Straight
1119.jpg,,Straight,Straight,Straight
1120.jpg,Straight,Straight,Unlabeled,Straight
1121.jpg,Leaned,Straight,Straight,Straight
1122.jpg,Straight,Straight,Straight,Straight
1123.jpg,Straight,Straight,Straight,Straight
1124.jpg,Leaned,Straight,Straight,Straight
1125.jpg,Straight,Straight,Straight,Straight
1126.jpg,Straight,Straight,Straight,Straight
1127.jpg,Leaned,Straight,,
1128.jpg,Straight,Unlabeled,Straight,Straight
1129.jpg,Straight,Straight,Straight,Straight
1130.jpg,Leaned,Leaned,Straight,Leaned
1131.jpg,Straight,Straight,Leaned,Straight
1132.jpg,Straight,Rejected,Leaned,
1133.jpg,,Straight,Straight,Straight
1134.jpg,Leaned,Straight,Straight,Straight
1135.jpg,Straight,Straight,Straight,Straight
1136.jpg,Straight,Straight,Straight,Straight
1137.jpg,Leaned,Leaned,Leaned,Leaned
1138.jpg,,Rejected,Straight,
1139.jpg,Straight,Straight,Straight,Straight
1140.jpg,Straight,Straight,Straight,Straight
1141.jpg,Straight,Straight,Straight,Straight
1142.jpg,Straight,,Straight,Straight
1143.jpg,Rejected,Rejected,Unlabeled,Rejected
1144.jpg,Rejected,Rejected,Leaned,Rejected
1145.jpg,Straight,Straight,Straight,Straight
1146.jpg,Rejected,Rejected,Straight,Rejected
1147.jpg,Straight,Rejected,Straight,Straight
1148.jpg,Rejected,Straight,Straight,Straight
1149.jpg,Leaned,Straight,Straight,Straight
1150.jpg,Unlabeled,Rejected,,
1151.jpg,Straight,Straight,Straight,Straight
1152.jpg,Straight,Straight,Straight,Straight
1153.jpg,Straight,Rejected,Straight,Straight
1154.jpg,Straight,Straight,Straight,Straight
1155.jpg,Straight,Straight,Straight,Straight
1156.jpg,Leaned,Straight,Straight,Straight
1157.jpg,Straight,Straight,Straight,Straight
1158.jpg,Rejected,Rejected,Straight,Rejected
1159.jpg,Straight,Straight,Straight,Straight
1160.jpg,Leaned,Leaned,Rejected,Leaned
1161.jpg,Leaned,Rejected,Straight,
1162.jpg,Straight,Straight,Straight,Straight
1163.jpg,,,Leaned,
1164.jpg,Straight,Straight,Straight,Straight
1165.jpg,Straight,Straight,Straight,Straight
1166.jpg,,Unlabeled,Leaned,
1167.jpg,Straight,Straight,Straight,Straight
1168.jpg,Leaned,Straight,Straight,Straight
1169.jpg,Straight,Straight,Straight,Straight
1170.jpg,Straight,Straight,Straight,Straight
1171.jpg,Leaned,Straight,Straight,Straight
1172.jpg,Straight,Rejected,Straight,Straight
1173.jpg,Rejected,Rejected,,Rejected
1174.jpg,Straight,Straight,Straight,Straight
1175.jpg,Straight,Straight,Straight,Straight
1176.jpg,Straight,Straight,Straight,Straight
1177.jpg,Straight,Straight,Straight,Straight
1178.jpg,Straight,Straight,Straight,Straight
1179.jpg,Leaned,Rejected,Leaned,Leaned
1180.jpg,,Straight,Straight,Straight
1181.jpg,,Leaned,Straight,
1182.jpg,,Straight,Straight,Straight
1183.jpg,,Leaned,Straight,
1184.jpg,Rejected,Straight,Straight,Straight
1185.jpg,Straight,Straight,Leaned,Straight
1186.jpg,Rejected,Rejected,Straight,Rejected
1187.jpg,Leaned,,Unlabeled,
1188.jpg,Rejected,Unlabeled,Rejected,Rejected
1189.jpg,Leaned,Straight,Unlabeled,
1190.jpg,Straight,Straight,Straight,Straight
1191.jpg,Leaned,Leaned,Unlabeled,Leaned
1192.jpg,Rejected,Rejected,Rejected,Rejected
1193.jpg,Straight,Straight,Straight,Straight
1194.jpg,Straight,Straight,Straight,Straight
1195.jpg,Straight,Straight,,Straight
1196.jpg,Leaned,Unlabeled,Unlabeled,Unlabeled
1197.jpg,,Leaned,Leaned,Leaned
1198.jpg,Straight,Straight,Leaned,Straight
1199.jpg,Leaned,Straight,Straight,Straight
1200.jpg,Leaned,Leaned,Leaned,Leaned
1201.jpg,Rejected,Rejected,Rejected,Rejected
1202.jpg,Leaned,Leaned,Leaned,Leaned
1203.jpg,Straight,Straight,Straight,Straight
1204.jpg,Straight,Straight,Straight,Straight
1205.jpg,Straight,Straight,Straight,Straight
1206.jpg,Straight,Straight,Straight,Straight
1207.jpg,Rejected,Straight,Leaned,
1208.jpg,Rejected,Rejected,,Rejected
1209.jpg,Straight,Straight,Straight,Straight
1210.jpg,Straight,Unlabeled,Leaned,
1211.jpg,Leaned,Leaned,Leaned,Leaned
1212.jpg,Straight,Straight,Straight,Straight
1213.jpg,Straight,Straight,Straight,Straight
1214.jpg,Straight,Straight,Straight,Straight
1215.jpg,Leaned,Straight,Leaned,Leaned
1216.jpg,Straight,Straight,Straight,Straight
1217.jpg,Straight,Straight,Straight,Straight
1218.jpg,Straight,Straight,Straight,Straight
1219.jpg,Straight,Straight,Straight,Straight
1220.jpg,Rejected,Rejected,,Rejected
